code,description,code_type,source,year
E0786,"Implantable programmable infusion pump, replacement (excludes implantable intraspinal catheter)",HCPCS_Level_II,HCPC2026_JAN,2026
E0787,"External ambulatory infusion pump, insulin, dosage rate adjustment using therapeutic continuous glucose sensing",HCPCS_Level_II,HCPC2026_JAN,2026
E0791,"Parenteral infusion pump, stationary, single or multi-channel",HCPCS_Level_II,HCPC2026_JAN,2026
E0830,"Ambulatory traction device, all types, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0840,"Traction frame, attached to headboard, cervical traction",HCPCS_Level_II,HCPC2026_JAN,2026
E0849,"Traction equipment, cervical, free-standing stand/frame, pneumatic, applying traction force to other than mandible",HCPCS_Level_II,HCPC2026_JAN,2026
E0850,"Traction stand, free standing, cervical traction",HCPCS_Level_II,HCPC2026_JAN,2026
E0855,Cervical traction equipment not requiring additional stand or frame,HCPCS_Level_II,HCPC2026_JAN,2026
E0856,"Cervical traction device, with inflatable air bladder(s)",HCPCS_Level_II,HCPC2026_JAN,2026
E0860,"Traction equipment, overdoor, cervical",HCPCS_Level_II,HCPC2026_JAN,2026
E0870,"Traction frame, attached to footboard, extremity traction, (e.g., buck's)",HCPCS_Level_II,HCPC2026_JAN,2026
E0880,"Traction stand, free standing, extremity traction",HCPCS_Level_II,HCPC2026_JAN,2026
E0890,"Traction frame, attached to footboard, pelvic traction",HCPCS_Level_II,HCPC2026_JAN,2026
E0900,"Traction stand, free standing, pelvic traction, (e.g., buck's)",HCPCS_Level_II,HCPC2026_JAN,2026
E0910,"Trapeze bars, a/k/a patient helper, attached to bed, with grab bar",HCPCS_Level_II,HCPC2026_JAN,2026
E0911,"Trapeze bar, heavy duty, for patient weight capacity greater than 250 pounds, attached to bed, with grab bar",HCPCS_Level_II,HCPC2026_JAN,2026
E0912,"Trapeze bar, heavy duty, for patient weight capacity greater than 250 pounds, free standing, complete with grab bar",HCPCS_Level_II,HCPC2026_JAN,2026
E0920,"Fracture frame, attached to bed, includes weights",HCPCS_Level_II,HCPC2026_JAN,2026
E0930,"Fracture frame, free standing, includes weights",HCPCS_Level_II,HCPC2026_JAN,2026
E0935,Continuous passive motion exercise device for use on knee only,HCPCS_Level_II,HCPC2026_JAN,2026
E0936,Continuous passive motion exercise device for use other than knee,HCPCS_Level_II,HCPC2026_JAN,2026
E0940,"Trapeze bar, free standing, complete with grab bar",HCPCS_Level_II,HCPC2026_JAN,2026
E0941,"Gravity assisted traction device, any type",HCPCS_Level_II,HCPC2026_JAN,2026
E0942,Cervical head harness/halter,HCPCS_Level_II,HCPC2026_JAN,2026
E0944,Pelvic belt/harness/boot,HCPCS_Level_II,HCPC2026_JAN,2026
E0945,Extremity belt/harness,HCPCS_Level_II,HCPC2026_JAN,2026
E0946,"Fracture, frame, dual with cross bars, attached to bed, (e.g., balken, 4 poster)",HCPCS_Level_II,HCPC2026_JAN,2026
E0947,"Fracture frame, attachments for complex pelvic traction",HCPCS_Level_II,HCPC2026_JAN,2026
E0948,"Fracture frame, attachments for complex cervical traction",HCPCS_Level_II,HCPC2026_JAN,2026
E0950,"Wheelchair accessory, tray, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0951,"Heel loop/holder, any type, with or without ankle strap, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0952,"Toe loop/holder, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0953,"Wheelchair accessory, lateral thigh or knee support, any type including fixed mounting hardware, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0954,"Wheelchair accessory, foot box, any type, includes attachment and mounting hardware, each foot",HCPCS_Level_II,HCPC2026_JAN,2026
E0955,"Wheelchair accessory, headrest, cushioned, any type, including fixed mounting hardware, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0956,"Wheelchair accessory, lateral trunk or hip support, any type, including fixed mounting hardware, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0957,"Wheelchair accessory, medial thigh support, any type, including fixed mounting hardware, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0958,"Manual wheelchair accessory, one-arm drive attachment, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0959,"Manual wheelchair accessory, adapter for amputee, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0960,"Wheelchair accessory, shoulder harness/straps or chest strap, including any type mounting hardware",HCPCS_Level_II,HCPC2026_JAN,2026
E0961,"Manual wheelchair accessory, wheel lock brake extension (handle), each",HCPCS_Level_II,HCPC2026_JAN,2026
E0966,"Manual wheelchair accessory, headrest extension, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0967,"Manual wheelchair accessory, hand rim with projections, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0968,"Commode seat, wheelchair",HCPCS_Level_II,HCPC2026_JAN,2026
E0969,"Narrowing device, wheelchair",HCPCS_Level_II,HCPC2026_JAN,2026
E0970,"No. 2 footplates, except for elevating leg rest",HCPCS_Level_II,HCPC2026_JAN,2026
E0971,"Manual wheelchair accessory, anti-tipping device, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0973,"Wheelchair accessory, adjustable height, detachable armrest, complete assembly, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0974,"Manual wheelchair accessory, anti-rollback device, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0978,"Wheelchair accessory, positioning belt/safety belt/pelvic strap, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0980,"Safety vest, wheelchair",HCPCS_Level_II,HCPC2026_JAN,2026
E0981,"Wheelchair accessory, seat upholstery, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0982,"Wheelchair accessory, back upholstery, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0983,"Manual wheelchair accessory, power add-on to convert manual wheelchair to motorized wheelchair, joystick control",HCPCS_Level_II,HCPC2026_JAN,2026
E0984,"Manual wheelchair accessory, power add-on to convert manual wheelchair to motorized wheelchair, tiller control",HCPCS_Level_II,HCPC2026_JAN,2026
E0985,"Wheelchair accessory, seat lift mechanism",HCPCS_Level_II,HCPC2026_JAN,2026
E0986,"Manual wheelchair accessory, power assist system",HCPCS_Level_II,HCPC2026_JAN,2026
E0988,"Manual wheelchair accessory, lever-activated, wheel drive, pair",HCPCS_Level_II,HCPC2026_JAN,2026
E0990,"Wheelchair accessory, elevating leg rest, complete assembly, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0992,"Manual wheelchair accessory, solid seat insert",HCPCS_Level_II,HCPC2026_JAN,2026
E0994,"Arm rest, each",HCPCS_Level_II,HCPC2026_JAN,2026
E0995,"Wheelchair accessory, calf rest/pad, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1,"Upper left, eyelid",HCPCS_Level_II,HCPC2026_JAN,2026
E1002,"Wheelchair accessory, power seating system, tilt only",HCPCS_Level_II,HCPC2026_JAN,2026
E1003,"Wheelchair accessory, power seating system, recline only, without shear reduction",HCPCS_Level_II,HCPC2026_JAN,2026
E1004,"Wheelchair accessory, power seating system, recline only, with mechanical shear reduction",HCPCS_Level_II,HCPC2026_JAN,2026
E1005,"Wheelchair accessory, power seating system, recline only, with power shear reduction",HCPCS_Level_II,HCPC2026_JAN,2026
E1006,"Wheelchair accessory, power seating system, combination tilt and recline, without shear reduction",HCPCS_Level_II,HCPC2026_JAN,2026
E1007,"Wheelchair accessory, power seating system, combination tilt and recline, with mechanical shear reduction",HCPCS_Level_II,HCPC2026_JAN,2026
E1008,"Wheelchair accessory, power seating system, combination tilt and recline, with power shear reduction",HCPCS_Level_II,HCPC2026_JAN,2026
E1009,"Wheelchair accessory, addition to power seating system, mechanically linked leg elevation system, including pushrod and leg rest, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1010,"Wheelchair accessory, addition to power seating system, power leg elevation system, including leg rest, pair",HCPCS_Level_II,HCPC2026_JAN,2026
E1011,"Modification to pediatric size wheelchair, width adjustment package (not to be dispensed with initial chair)",HCPCS_Level_II,HCPC2026_JAN,2026
E1012,"Wheelchair accessory, addition to power seating system, center mount power elevating leg rest/platform, complete system, any type, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1014,"Reclining back, addition to pediatric size wheelchair",HCPCS_Level_II,HCPC2026_JAN,2026
E1015,"Shock absorber for manual wheelchair, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1016,"Shock absorber for power wheelchair, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1017,"Heavy duty shock absorber for heavy duty or extra heavy duty manual wheelchair, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1018,"Heavy duty shock absorber for heavy duty or extra heavy duty power wheelchair, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1020,"Residual limb support system for wheelchair, any type",HCPCS_Level_II,HCPC2026_JAN,2026
E1022,"Wheelchair transportation securement system, any type includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1023,"Wheelchair transit securement system, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1028,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware, other",HCPCS_Level_II,HCPC2026_JAN,2026
E1029,"Wheelchair accessory, ventilator tray, fixed",HCPCS_Level_II,HCPC2026_JAN,2026
E1030,"Wheelchair accessory, ventilator tray, gimbaled",HCPCS_Level_II,HCPC2026_JAN,2026
E1031,"Rollabout chair, any and all types with casters 5"" or greater",HCPCS_Level_II,HCPC2026_JAN,2026
E1032,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware used with joystick or other drive control interface",HCPCS_Level_II,HCPC2026_JAN,2026
E1033,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware for headrest, cushioned, any type",HCPCS_Level_II,HCPC2026_JAN,2026
E1034,"Wheelchair accessory, manual swingaway, retractable or removable mounting hardware for lateral trunk or hip support, any type",HCPCS_Level_II,HCPC2026_JAN,2026
E1035,"Multi-positional patient transfer system, with integrated seat, operated by care giver, patient weight capacity up to and including 300 lbs",HCPCS_Level_II,HCPC2026_JAN,2026
E1036,"Multi-positional patient transfer system, extra-wide, with integrated seat, operated by caregiver, patient weight capacity greater than 300 lbs",HCPCS_Level_II,HCPC2026_JAN,2026
E1037,"Transport chair, pediatric size",HCPCS_Level_II,HCPC2026_JAN,2026
E1038,"Transport chair, adult size, patient weight capacity up to and including 300 pounds",HCPCS_Level_II,HCPC2026_JAN,2026
E1039,"Transport chair, adult size, heavy duty, patient weight capacity greater than 300 pounds",HCPCS_Level_II,HCPC2026_JAN,2026
E1050,"Fully-reclining wheelchair, fixed full length arms, swing away detachable elevating leg rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1060,"Fully-reclining wheelchair, detachable arms, desk or full length, swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1070,"Fully-reclining wheelchair, detachable arms (desk or full length) swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1083,"Hemi-wheelchair, fixed full length arms, swing away detachable elevating leg rest",HCPCS_Level_II,HCPC2026_JAN,2026
E1084,"Hemi-wheelchair, detachable arms desk or full length arms, swing away detachable elevating leg rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1085,"Hemi-wheelchair, fixed full length arms, swing away detachable foot rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1086,"Hemi-wheelchair detachable arms desk or full length, swing away detachable footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1087,"High strength lightweight wheelchair, fixed full length arms, swing away detachable elevating leg rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1088,"High strength lightweight wheelchair, detachable arms desk or full length, swing away detachable elevating leg rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1089,"High strength lightweight wheelchair, fixed length arms, swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1090,"High strength lightweight wheelchair, detachable arms desk or full length, swing away detachable foot rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1092,"Wide heavy duty wheel chair, detachable arms (desk or full length), swing away detachable elevating leg rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1093,"Wide heavy duty wheelchair, detachable arms desk or full length arms, swing away detachable footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1100,"Semi-reclining wheelchair, fixed full length arms, swing away detachable elevating leg rests",HCPCS_Level_II,HCPC2026_JAN,2026
E1110,"Semi-reclining wheelchair, detachable arms (desk or full length) elevating leg rest",HCPCS_Level_II,HCPC2026_JAN,2026
E1130,"Standard wheelchair, fixed full length arms, fixed or swing away detachable footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1140,"Wheelchair, detachable arms, desk or full length, swing away detachable footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1150,"Wheelchair, detachable arms, desk or full length swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1160,"Wheelchair, fixed full length arms, swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1161,"Manual adult size wheelchair, includes tilt in space",HCPCS_Level_II,HCPC2026_JAN,2026
E1170,"Amputee wheelchair, fixed full length arms, swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1171,"Amputee wheelchair, fixed full length arms, without footrests or legrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1172,"Amputee wheelchair, detachable arms (desk or full length) without footrests or legrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1180,"Amputee wheelchair, detachable arms (desk or full length) swing away detachable footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1190,"Amputee wheelchair, detachable arms (desk or full length) swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1195,"Heavy duty wheelchair, fixed full length arms, swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1200,"Amputee wheelchair, fixed full length arms, swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1220,"Wheelchair; specially sized or constructed, (indicate brand name, model number, if any) and justification",HCPCS_Level_II,HCPC2026_JAN,2026
E1221,"Wheelchair with fixed arm, footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1222,"Wheelchair with fixed arm, elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1223,"Wheelchair with detachable arms, footrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1224,"Wheelchair with detachable arms, elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1225,"Wheelchair accessory, manual semi-reclining back, (recline greater than 15 degrees, but less than 80 degrees), each",HCPCS_Level_II,HCPC2026_JAN,2026
E1226,"Wheelchair accessory, manual fully reclining back, (recline greater than 80 degrees), each",HCPCS_Level_II,HCPC2026_JAN,2026
E1227,Special height arms for wheelchair,HCPCS_Level_II,HCPC2026_JAN,2026
E1228,Special back height for wheelchair,HCPCS_Level_II,HCPC2026_JAN,2026
E1229,"Wheelchair, pediatric size, not otherwise specified",HCPCS_Level_II,HCPC2026_JAN,2026
E1230,Power operated vehicle (three or four wheel nonhighway) specify brand name and model number,HCPCS_Level_II,HCPC2026_JAN,2026
E1231,"Wheelchair, pediatric size, tilt-in-space, rigid, adjustable, with seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1232,"Wheelchair, pediatric size, tilt-in-space, folding, adjustable, with seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1233,"Wheelchair, pediatric size, tilt-in-space, rigid, adjustable, without seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1234,"Wheelchair, pediatric size, tilt-in-space, folding, adjustable, without seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1235,"Wheelchair, pediatric size, rigid, adjustable, with seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1236,"Wheelchair, pediatric size, folding, adjustable, with seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1237,"Wheelchair, pediatric size, rigid, adjustable, without seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1238,"Wheelchair, pediatric size, folding, adjustable, without seating system",HCPCS_Level_II,HCPC2026_JAN,2026
E1239,"Power wheelchair, pediatric size, not otherwise specified",HCPCS_Level_II,HCPC2026_JAN,2026
E1240,"Lightweight wheelchair, detachable arms, (desk or full length) swing away detachable, elevating legrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1250,"Lightweight wheelchair, fixed full length arms, swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1260,"Lightweight wheelchair, detachable arms (desk or full length) swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1270,"Lightweight wheelchair, fixed full length arms, swing away detachable elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1280,"Heavy duty wheelchair, detachable arms (desk or full length) elevating legrests",HCPCS_Level_II,HCPC2026_JAN,2026
E1285,"Heavy duty wheelchair, fixed full length arms, swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1290,"Heavy duty wheelchair, detachable arms (desk or full length) swing away detachable footrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1295,"Heavy duty wheelchair, fixed full length arms, elevating legrest",HCPCS_Level_II,HCPC2026_JAN,2026
E1296,Special wheelchair seat height from floor,HCPCS_Level_II,HCPC2026_JAN,2026
E1297,"Special wheelchair seat depth, by upholstery",HCPCS_Level_II,HCPC2026_JAN,2026
E1298,"Special wheelchair seat depth and/or width, by construction",HCPCS_Level_II,HCPC2026_JAN,2026
E1300,"Whirlpool, portable (overtub type)",HCPCS_Level_II,HCPC2026_JAN,2026
E1301,"Whirlpool tub, walk-in, portable",HCPCS_Level_II,HCPC2026_JAN,2026
E1310,"Whirlpool, non-portable (built-in type)",HCPCS_Level_II,HCPC2026_JAN,2026
E1352,"Oxygen accessory, flow regulator capable of positive inspiratory pressure",HCPCS_Level_II,HCPC2026_JAN,2026
E1353,Regulator,HCPCS_Level_II,HCPC2026_JAN,2026
E1354,"Oxygen accessory, wheeled cart for portable cylinder or portable concentrator, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1355,Stand/rack,HCPCS_Level_II,HCPC2026_JAN,2026
E1356,"Oxygen accessory, battery pack/cartridge for portable concentrator, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1357,"Oxygen accessory, battery charger for portable concentrator, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1358,"Oxygen accessory, dc power adapter for portable concentrator, any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1372,Immersion external heater for nebulizer,HCPCS_Level_II,HCPC2026_JAN,2026
E1390,"Oxygen concentrator, single delivery port, capable of delivering 85 percent or greater oxygen concentration at the prescribed flow rate",HCPCS_Level_II,HCPC2026_JAN,2026
E1391,"Oxygen concentrator, dual delivery port, capable of delivering 85 percent or greater oxygen concentration at the prescribed flow rate, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1392,"Portable oxygen concentrator, rental",HCPCS_Level_II,HCPC2026_JAN,2026
E1399,"Durable medical equipment, miscellaneous",HCPCS_Level_II,HCPC2026_JAN,2026
E1405,Oxygen and water vapor enriching system with heated delivery,HCPCS_Level_II,HCPC2026_JAN,2026
E1406,Oxygen and water vapor enriching system without heated delivery,HCPCS_Level_II,HCPC2026_JAN,2026
E1500,"Centrifuge, for dialysis",HCPCS_Level_II,HCPC2026_JAN,2026
E1510,"Kidney, dialysate delivery syst kidney machine, pump recirculating, air removal syst, flowrate meter, power off, heater and temperature control with alarm, i.v. poles, pressure gauge, concentrate container",HCPCS_Level_II,HCPC2026_JAN,2026
E1520,Heparin infusion pump for hemodialysis,HCPCS_Level_II,HCPC2026_JAN,2026
E1530,"Air bubble detector for hemodialysis, each, replacement",HCPCS_Level_II,HCPC2026_JAN,2026
E1540,"Pressure alarm for hemodialysis, each, replacement",HCPCS_Level_II,HCPC2026_JAN,2026
E1550,"Bath conductivity meter for hemodialysis, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1560,"Blood leak detector for hemodialysis, each, replacement",HCPCS_Level_II,HCPC2026_JAN,2026
E1570,"Adjustable chair, for esrd patients",HCPCS_Level_II,HCPC2026_JAN,2026
E1575,"Transducer protectors/fluid barriers, for hemodialysis, any size, per 10",HCPCS_Level_II,HCPC2026_JAN,2026
E1580,Unipuncture control system for hemodialysis,HCPCS_Level_II,HCPC2026_JAN,2026
E1590,Hemodialysis machine,HCPCS_Level_II,HCPC2026_JAN,2026
E1592,Automatic intermittent peritoneal dialysis system,HCPCS_Level_II,HCPC2026_JAN,2026
E1594,Cycler dialysis machine for peritoneal dialysis,HCPCS_Level_II,HCPC2026_JAN,2026
E1600,Delivery and/or installation charges for hemodialysis equipment,HCPCS_Level_II,HCPC2026_JAN,2026
E1610,"Reverse osmosis water purification system, for hemodialysis",HCPCS_Level_II,HCPC2026_JAN,2026
E1615,"Deionizer water purification system, for hemodialysis",HCPCS_Level_II,HCPC2026_JAN,2026
E1620,"Blood pump for hemodialysis, replacement",HCPCS_Level_II,HCPC2026_JAN,2026
E1625,"Water softening system, for hemodialysis",HCPCS_Level_II,HCPC2026_JAN,2026
E1629,Tablo hemodialysis system for the billable dialysis service,HCPCS_Level_II,HCPC2026_JAN,2026
E1630,Reciprocating peritoneal dialysis system,HCPCS_Level_II,HCPC2026_JAN,2026
E1632,"Wearable artificial kidney, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1634,"Peritoneal dialysis clamps, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1635,Compact (portable) travel hemodialyzer system,HCPCS_Level_II,HCPC2026_JAN,2026
E1636,"Sorbent cartridges, for hemodialysis, per 10",HCPCS_Level_II,HCPC2026_JAN,2026
E1637,"Hemostats, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1639,"Scale, each",HCPCS_Level_II,HCPC2026_JAN,2026
E1699,"Dialysis equipment, not otherwise specified",HCPCS_Level_II,HCPC2026_JAN,2026
E1700,Jaw motion rehabilitation system,HCPCS_Level_II,HCPC2026_JAN,2026
E1701,"Replacement cushions for jaw motion rehabilitation system, pkg. of 6",HCPCS_Level_II,HCPC2026_JAN,2026
E1702,"Replacement measuring scales for jaw motion rehabilitation system, pkg. of 200",HCPCS_Level_II,HCPC2026_JAN,2026
E1800,"Dynamic adjustable elbow extension and flexion device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1801,"Static progressive stretch/patient actualized serial stretch elbow device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1802,"Dynamic adjustable forearm pronation/supination device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1803,"Dynamic adjustable elbow extension only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1804,"Dynamic adjustable elbow flexion only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1805,"Dynamic adjustable wrist extension and flexion device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1806,"Static progressive stretch wrist device, flexion and/or extension, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1807,"Dynamic adjustable wrist extension only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1808,"Dynamic adjustable wrist flexion only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1810,"Dynamic adjustable knee extension and flexion device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1811,"Static progressive stretch/patient actualized serial stretch knee device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1812,"Dynamic knee, extension/flexion device with active resistance control",HCPCS_Level_II,HCPC2026_JAN,2026
E1813,"Dynamic adjustable knee extension only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1814,"Dynamic adjustable knee flexion only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1815,"Dynamic adjustable ankle extension and flexion device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1816,"Static progressive stretch/patient actualized serial stretch ankle device, flexion and/or extension, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1818,"Static progressive stretch/patient actualized serial stretch forearm pronation / supination device, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1820,"Replacement soft interface material, dynamic adjustable extension/flexion device",HCPCS_Level_II,HCPC2026_JAN,2026
E1821,Replacement soft interface material/cuffs for bi-directional static progressive stretch device,HCPCS_Level_II,HCPC2026_JAN,2026
E1822,"Dynamic adjustable ankle extension only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1823,"Dynamic adjustable ankle flexion only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1825,"Dynamic adjustable finger extension and flexion device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1826,"Dynamic adjustable finger extension only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1827,"Dynamic adjustable finger flexion only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1828,"Dynamic adjustable toe extension only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1829,"Dynamic adjustable toe flexion only device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1830,"Dynamic adjustable toe extension and flexion device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1831,"Static progressive stretch toe device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1832,"Static progressive stretch finger device, extension and/or flexion, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1840,"Dynamic adjustable shoulder flexion / abduction / rotation device, includes soft interface material",HCPCS_Level_II,HCPC2026_JAN,2026
E1841,"Static progressive stretch/patient actualized serial stretch shoulder device, with or without range of motion adjustment, includes all components and accessories",HCPCS_Level_II,HCPC2026_JAN,2026
E1902,"Communication board, non-electronic augmentative or alternative communication device",HCPCS_Level_II,HCPC2026_JAN,2026
E1905,"Virtual reality cognitive behavioral therapy device (cbt), including pre-programmed therapy software",HCPCS_Level_II,HCPC2026_JAN,2026
E2,"Lower left, eyelid",HCPCS_Level_II,HCPC2026_JAN,2026
E2000,"Gastric suction pump, home model, portable or stationary, electric",HCPCS_Level_II,HCPC2026_JAN,2026
E2001,"Suction pump, home model, portable or stationary, electric, any type, for use with external urine and/or fecal management system",HCPCS_Level_II,HCPC2026_JAN,2026
E2100,Blood glucose monitor with integrated voice synthesizer,HCPCS_Level_II,HCPC2026_JAN,2026
E2101,Blood glucose monitor with integrated lancing/blood sample,HCPCS_Level_II,HCPC2026_JAN,2026
E2102,"Adjunctive, non-implanted continuous glucose monitor or receiver",HCPCS_Level_II,HCPC2026_JAN,2026
E2103,"Non-adjunctive, non-implanted continuous glucose monitor or receiver",HCPCS_Level_II,HCPC2026_JAN,2026
E2104,Home blood glucose monitor for use with integrated lancing/blood sample testing cartridge,HCPCS_Level_II,HCPC2026_JAN,2026
E2120,Pulse generator system for tympanic treatment of inner ear endolymphatic fluid,HCPCS_Level_II,HCPC2026_JAN,2026
E2201,"Manual wheelchair accessory, nonstandard seat frame, width greater than or equal to 20 inches and less than 24 inches",HCPCS_Level_II,HCPC2026_JAN,2026
E2202,"Manual wheelchair accessory, nonstandard seat frame width, 24-27 inches",HCPCS_Level_II,HCPC2026_JAN,2026
E2203,"Manual wheelchair accessory, nonstandard seat frame depth, 20 to less than 22 inches",HCPCS_Level_II,HCPC2026_JAN,2026
E2204,"Manual wheelchair accessory, nonstandard seat frame depth, 22 to 25 inches",HCPCS_Level_II,HCPC2026_JAN,2026
E2205,"Manual wheelchair accessory, handrim without projections (includes ergonomic or contoured), any type, replacement only, each",HCPCS_Level_II,HCPC2026_JAN,2026
